"genre"#"name"#"id"#"popularity"#"followers"
"alternative rock"#"The Killers"#"0C0XlULifJtAgn6ZNCW2eu"#"79"#"6862709"
"dance rock"#"The Killers"#"0C0XlULifJtAgn6ZNCW2eu"#"79"#"6862709"
"modern rock"#"The Killers"#"0C0XlULifJtAgn6ZNCW2eu"#"79"#"6862709"
"permanent wave"#"The Killers"#"0C0XlULifJtAgn6ZNCW2eu"#"79"#"6862709"
"rock"#"The Killers"#"0C0XlULifJtAgn6ZNCW2eu"#"79"#"6862709"
"french indie pop"#"Clio"#"0TMi4dfaeWLOtRybyX09XW"#"50"#"35405"
"french synthpop"#"Clio"#"0TMi4dfaeWLOtRybyX09XW"#"50"#"35405"
"nouvelle chanson francaise"#"Clio"#"0TMi4dfaeWLOtRybyX09XW"#"50"#"35405"
"german soundtrack"#"Hans Zimmer"#"0YC192cP3KPCRWx8zr8MfZ"#"79"#"3185678"
"orchestral soundtrack"#"Hans Zimmer"#"0YC192cP3KPCRWx8zr8MfZ"#"79"#"3185678"
"soundtrack"#"Hans Zimmer"#"0YC192cP3KPCRWx8zr8MfZ"#"79"#"3185678"
"russian alt pop"#"Monetochka"#"0yp6xP5xe1qarfugfTixOK"#"50"#"290894"
"russian electronic"#"Monetochka"#"0yp6xP5xe1qarfugfTixOK"#"50"#"290894"
"russian pop"#"Monetochka"#"0yp6xP5xe1qarfugfTixOK"#"50"#"290894"
"russian pop"#"Нервы"#"10oSboDn5ncLNjjFIgJXm6"#"57"#"574131"
"bow pop"#"Ludovico Einaudi"#"2uFUBdaVGtyMqckSeCl0Qj"#"81"#"2928386"
"compositional ambient"#"Ludovico Einaudi"#"2uFUBdaVGtyMqckSeCl0Qj"#"81"#"2928386"
"neo-classical"#"Ludovico Einaudi"#"2uFUBdaVGtyMqckSeCl0Qj"#"81"#"2928386"
"belarusian indie"#"saypink!"#"3O67FMLYyaF1VaC68pFcMc"#"46"#"58094"
"russian alt pop"#"saypink!"#"3O67FMLYyaF1VaC68pFcMc"#"46"#"58094"
"russian hip hop"#"saypink!"#"3O67FMLYyaF1VaC68pFcMc"#"46"#"58094"
"modern rock"#"Twenty One Pilots"#"3YQKmKGau1PzlVlkL1iodx"#"82"#"23230079"
"rock"#"Twenty One Pilots"#"3YQKmKGau1PzlVlkL1iodx"#"82"#"23230079"
"german pop"#"LOTTE"#"3gqabzO7zvHVzAIT0Nxqa3"#"56"#"204181"
"russian alt pop"#"кис-кис"#"4jIvmo6hfAQ04NSOWPVVA3"#"48"#"286733"
"russian pop"#"кис-кис"#"4jIvmo6hfAQ04NSOWPVVA3"#"48"#"286733"
"russian punk"#"кис-кис"#"4jIvmo6hfAQ04NSOWPVVA3"#"48"#"286733"
"dance pop"#"Cardi B"#"4kYSro6naA4h99UJvo89HB"#"83"#"21103949"
"pop"#"Cardi B"#"4kYSro6naA4h99UJvo89HB"#"83"#"21103949"
"rap"#"Cardi B"#"4kYSro6naA4h99UJvo89HB"#"83"#"21103949"
"viral rap"#"Cardi B"#"4kYSro6naA4h99UJvo89HB"#"83"#"21103949"
"emo rap"#"Seon"#"4sADZZMvbgQIsCCkmqUYF8"#"57"#"25710"
"lo-fi chill"#"Seon"#"4sADZZMvbgQIsCCkmqUYF8"#"57"#"25710"
"sad lo-fi"#"Seon"#"4sADZZMvbgQIsCCkmqUYF8"#"57"#"25710"
"sad rap"#"Seon"#"4sADZZMvbgQIsCCkmqUYF8"#"57"#"25710"
"russian alt pop"#"ANIKV"#"4uWhcZCwuPopf6JGvwsN2B"#"53"#"54125"
"russian pop"#"ANIKV"#"4uWhcZCwuPopf6JGvwsN2B"#"53"#"54125"
"alternative metal"#"Breaking Benjamin"#"5BtHciL0e0zOP7prIHn3pP"#"73"#"4210356"
"nu metal"#"Breaking Benjamin"#"5BtHciL0e0zOP7prIHn3pP"#"73"#"4210356"
"post-grunge"#"Breaking Benjamin"#"5BtHciL0e0zOP7prIHn3pP"#"73"#"4210356"
"k-pop"#"Jessi"#"64k5e9kV9MdukXjFrR5R37"#"65"#"1624600"
"russian hip hop"#"Noize MC"#"69v4ZOOomf1TNp59YYB1j7"#"55"#"329826"
"russian pop"#"Noize MC"#"69v4ZOOomf1TNp59YYB1j7"#"55"#"329826"
"russian reggae"#"Noize MC"#"69v4ZOOomf1TNp59YYB1j7"#"55"#"329826"
"russian rock"#"Noize MC"#"69v4ZOOomf1TNp59YYB1j7"#"55"#"329826"
"chicago hardcore"#"Rise Against"#"6Wr3hh341P84m3EI8qdn9O"#"72"#"2585535"
"chicago punk"#"Rise Against"#"6Wr3hh341P84m3EI8qdn9O"#"72"#"2585535"
"hardcore punk"#"Rise Against"#"6Wr3hh341P84m3EI8qdn9O"#"72"#"2585535"
"punk"#"Rise Against"#"6Wr3hh341P84m3EI8qdn9O"#"72"#"2585535"
"alternative metal"#"Linkin Park"#"6XyY86QOPPrYVGvF9ch6wz"#"87"#"22665327"
"nu metal"#"Linkin Park"#"6XyY86QOPPrYVGvF9ch6wz"#"87"#"22665327"
"post-grunge"#"Linkin Park"#"6XyY86QOPPrYVGvF9ch6wz"#"87"#"22665327"
"rap metal"#"Linkin Park"#"6XyY86QOPPrYVGvF9ch6wz"#"87"#"22665327"
