"name"#"album_id"#"release_date"#"total_tracks"#"artist_id"
"Pressure Machine"#"1qMFjBarjO2xD15BwXZguD"#"2021-08-13"#"11"#"0C0XlULifJtAgn6ZNCW2eu"
"Pressure Machine (Abridged)"#"7j8a2kSxAtenkXPim6mwUB"#"2021-08-12"#"11"#"0C0XlULifJtAgn6ZNCW2eu"
"Imploding The Mirage (Deluxe)"#"7CicJk8ELO3w5os2fr2LBQ"#"2021-01-29"#"13"#"0C0XlULifJtAgn6ZNCW2eu"
"Imploding The Mirage"#"1uROBP2G4MP0O4w1v5Cpbg"#"2020-08-21"#"10"#"0C0XlULifJtAgn6ZNCW2eu"
"Wonderful Wonderful (Deluxe)"#"5TMnKX3SaYXgYsmFuH8mxB"#"2017-09-22"#"13"#"0C0XlULifJtAgn6ZNCW2eu"
"Wonderful Wonderful"#"72ZfMxLCPG8mlWC0TXfZQi"#"2017-09-22"#"10"#"0C0XlULifJtAgn6ZNCW2eu"
"Don't Waste Your Wishes"#"30huok00bCQ0TxIJDtz09w"#"2016"#"11"#"0C0XlULifJtAgn6ZNCW2eu"
"Battle Born (Deluxe Edition)"#"6P6DYLagXUhE5Qq2l79Ef1"#"2012-09-17"#"15"#"0C0XlULifJtAgn6ZNCW2eu"
"Battle Born"#"3bvS3DlTwV35j2qwFhDvxx"#"2012-09-17"#"12"#"0C0XlULifJtAgn6ZNCW2eu"
"Live From The Royal Albert Hall"#"1TYHZLZv5mLBkajWsV7cQq"#"2009-11-03"#"17"#"0C0XlULifJtAgn6ZNCW2eu"
"Day & Age (Bonus Tracks)"#"0Ug5scDXUIgGN8yanDBLQw"#"2008-11-18"#"12"#"0C0XlULifJtAgn6ZNCW2eu"
"Sawdust"#"4NtamseeVOGesCm8W9oHSz"#"2007-01-01"#"17"#"0C0XlULifJtAgn6ZNCW2eu"
"Sam's Town"#"4o3RJndRhHxkieQzQGhmbw"#"2006-09-27"#"12"#"0C0XlULifJtAgn6ZNCW2eu"
"Hot Fuss"#"4OHNH3sDzIxnmUADXzv2kT"#"2004-06-15"#"14"#"0C0XlULifJtAgn6ZNCW2eu"
"Hot Fuss"#"4piJq7R3gjUOxnYs6lDCTg"#"2004"#"12"#"0C0XlULifJtAgn6ZNCW2eu"
"L'amour hélas"#"1tW64D92Fbvas6G28g75Jf"#"2021-04-23"#"10"#"0TMi4dfaeWLOtRybyX09XW"
"Déjà Venise"#"2QbMV3Fi5sceBf529roRky"#"2019-08-30"#"11"#"0TMi4dfaeWLOtRybyX09XW"
"Clio"#"6YGSbPsVDkl1ubUjwQQBGN"#"2016-04-01"#"11"#"0TMi4dfaeWLOtRybyX09XW"
"The Zero Boys: Original Motion Picture Soundtrack"#"35a8U9HriziJd9tB6Ql9DK"#"2022-12-23"#"18"#"6l6NgkV6IWYKlRN7jHCQmt"
"Terminal Exposure: Original Motion Picture Soundtrack"#"2N7gr6NdifHdIVTyO5dDsF"#"2022-08-12"#"18"#"0YC192cP3KPCRWx8zr8MfZ"
"The Survivor (Original Motion Picture Soundtrack)"#"3vWAnIoZc46DUofbCjySZK"#"2022-04-29"#"10"#"0YC192cP3KPCRWx8zr8MfZ"
"The Wind: Original Motion Picture Soundtrack"#"1BqTlvuUk3hMMDdlH2ZQyG"#"2022-04-08"#"23"#"6l6NgkV6IWYKlRN7jHCQmt"
"Around The World In 80 Days (Music From The Original TV Series)"#"5aDNioU7I8sAyNNUz3cVgB"#"2022-01-30"#"21"#"0YC192cP3KPCRWx8zr8MfZ"
"The Unforgivable (Soundtrack from the Netflix Film)"#"1t1mLWKZz9OLIiWHMQsMUB"#"2021-12-10"#"14"#"0YC192cP3KPCRWx8zr8MfZ"
"Army of Thieves (Soundtrack from the Netflix Film)"#"3igzRykpmY4p6Hcr89iMFz"#"2021-11-12"#"23"#"0YC192cP3KPCRWx8zr8MfZ"
"The Art and Soul of Dune (Companion Book Music)"#"0FGr97xSOQLD596ZebfU1T"#"2021-10-22"#"9"#"0YC192cP3KPCRWx8zr8MfZ"
"No Time To Die (Original Motion Picture Soundtrack)"#"2xgi7tCocjnULdraqmheR1"#"2021-10-01"#"21"#"0YC192cP3KPCRWx8zr8MfZ"
"Dune (Original Motion Picture Soundtrack)"#"56k8ay5oE5apR61WIeE4wQ"#"2021-09-17"#"22"#"0YC192cP3KPCRWx8zr8MfZ"
"The Dune Sketchbook (Music from the Soundtrack)"#"78uSUydG2FbcVDDFWGMQjT"#"2021-09-03"#"9"#"0YC192cP3KPCRWx8zr8MfZ"
"The Boss Baby: Family Business (Original Motion Picture Soundtrack)"#"5rLdPsK4M9IKQLJrLHYnnW"#"2021-07-02"#"27"#"0YC192cP3KPCRWx8zr8MfZ"
"The SpongeBob Movie: Sponge on the Run (Music from the Motion Picture)"#"5pi5HGaz3phiv1yVJOyOEC"#"2021-04-16"#"20"#"0YC192cP3KPCRWx8zr8MfZ"
"Wonder Woman 1984 (Sketches from the Soundtrack)"#"40ytiSNyGYWHLgJJDMvxJc"#"2021-02-05"#"11"#"0YC192cP3KPCRWx8zr8MfZ"
"Wonder Woman 1984 (Original Motion Picture Soundtrack)"#"1S6PQvbIyUIS9P6Cxu9lmO"#"2020-12-16"#"18"#"0YC192cP3KPCRWx8zr8MfZ"
"Hillbilly Elegy (Music from the Netflix Film)"#"3B45f4sZTY8VC6slaW79Si"#"2020-11-20"#"11"#"0YC192cP3KPCRWx8zr8MfZ"
"Gladiator: 20th Anniversary Edition"#"5XgEM5g3xWEwL4Zr6UjoLo"#"2020-05-09"#"35"#"0YC192cP3KPCRWx8zr8MfZ"
"The World of Hans Zimmer - A Symphonic Celebration (Live)"#"1ms5jky5xjusqGM0xae60t"#"2019-03-15"#"22"#"0YC192cP3KPCRWx8zr8MfZ"
"Widows (Original Motion Picture Soundtrack)"#"3DnNmCPLr3pddkLHOZfS1s"#"2018-11-16"#"11"#"0YC192cP3KPCRWx8zr8MfZ"
"Widows (Original Motion Picture Soundtrack)"#"3yd0a3ldKkIAdPAbxT3KmB"#"2018-11-16"#"11"#"0YC192cP3KPCRWx8zr8MfZ"
"True Romance (Original Motion Picture Score)"#"7ncc9tLrxYcG7WpY6Iijnc"#"2018-01-12"#"20"#"0YC192cP3KPCRWx8zr8MfZ"
"The House of the Spirits (Original Motion Picture Soundtrack)"#"7Izq1mCwWfFjAyGa4Fv66V"#"2017-12-15"#"5"#"0YC192cP3KPCRWx8zr8MfZ"
"Live In Prague"#"0yhQBaWmkWfbfpkUrbahAC"#"2017-11-03"#"15"#"0YC192cP3KPCRWx8zr8MfZ"
"Blade Runner 2049 (Original Motion Picture Soundtrack)"#"5kSUsy5FU3Wcxd4DBvXFm4"#"2017-10-05"#"24"#"0YC192cP3KPCRWx8zr8MfZ"
"Dunkirk (Original Motion Picture Soundtrack)"#"1KpQPJOBWeL8kmnwCzYcg8"#"2017-07-21"#"11"#"0YC192cP3KPCRWx8zr8MfZ"
"Genius (Original National Geographic Soundtrack)"#"6QWmOJaPsqaIgIe3ZzzH7M"#"2017-06-23"#"18"#"0YC192cP3KPCRWx8zr8MfZ"
"Genius (National Geographic Original Series Soundtrack)"#"0xBtfXlm0LWivJK8oIeCTe"#"2017-04-28"#"12"#"0YC192cP3KPCRWx8zr8MfZ"
