"track_id"#"track_name"#"popularity"#"duration_ms"#"album_id"#"artist_id"
"003vvx7Niy0yvhvHt4a68B"#"Mr. Brightside"#"82"#"222973"#"4piJq7R3gjUOxnYs6lDCTg"#"0C0XlULifJtAgn6ZNCW2eu"
"6PwjJ58I4t7Mae9xfZ9l9v"#"Somebody Told Me"#"75"#"197200"#"4piJq7R3gjUOxnYs6lDCTg"#"0C0XlULifJtAgn6ZNCW2eu"
"70wYA8oYHoMzhRRkARoMhU"#"When You Were Young"#"73"#"220426"#"4o3RJndRhHxkieQzQGhmbw"#"0C0XlULifJtAgn6ZNCW2eu"
"1sTsuZTdANkiFd7T34H3nb"#"Human"#"71"#"245373"#"0Ug5scDXUIgGN8yanDBLQw"#"0C0XlULifJtAgn6ZNCW2eu"
"5vollujufHY0jMZxx77VWr"#"All These Things That I've Done"#"68"#"301866"#"4piJq7R3gjUOxnYs6lDCTg"#"0C0XlULifJtAgn6ZNCW2eu"
"7cX4PJz1old9fyFI8RlfgW"#"Read My Mind"#"66"#"246840"#"4o3RJndRhHxkieQzQGhmbw"#"0C0XlULifJtAgn6ZNCW2eu"
"3KANrKOFYyAxfjQJHkgBdb"#"Smile Like You Mean It"#"63"#"234106"#"4piJq7R3gjUOxnYs6lDCTg"#"0C0XlULifJtAgn6ZNCW2eu"
"3Qw0WuniULBdYjXe2jsqCy"#"boy"#"61"#"198480"#"7ddxzwtg0QQj9kXYK29rpG"#"0C0XlULifJtAgn6ZNCW2eu"
"2aZ2Co4NeQRsqWcU930zHT"#"Shot At The Night"#"61"#"242506"#"3T5bbO2BOnnjun6jKhJdjV"#"0C0XlULifJtAgn6ZNCW2eu"
"5aWhs651KYM26HYM16kRdk"#"The Man"#"60"#"250093"#"72ZfMxLCPG8mlWC0TXfZQi"#"0C0XlULifJtAgn6ZNCW2eu"
"1VPSyfcpi1hQ53LZWO2w5X"#"Ai-je perdu le nord"#"50"#"189560"#"1tW64D92Fbvas6G28g75Jf"#"0TMi4dfaeWLOtRybyX09XW"
"6Dg8gVIDAru7buEGH1Xb6g"#"Amoureuse"#"47"#"183106"#"2QbMV3Fi5sceBf529roRky"#"0TMi4dfaeWLOtRybyX09XW"
"0roqPuF8ZcdKxgK48uvlrQ"#"La belle affaire"#"44"#"167813"#"1tW64D92Fbvas6G28g75Jf"#"0TMi4dfaeWLOtRybyX09XW"
"3XWN1rr59J2QB4URlRxmyh"#"Elle voudrait"#"43"#"171960"#"1tW64D92Fbvas6G28g75Jf"#"0TMi4dfaeWLOtRybyX09XW"
